id,tripdistance,Pred_ETA
AKAZDNKQ,7466,179.0
AKCJAGCW,14899,186.00000000000003
AKDDVNZ4,19801,298.99999999999994
AKDYHRQA,18851,118.00000000000003
AKFHC9XK,4206,158.0
AKGIWGXP,22415,228.00000000000006
AKHBW0DQ,5124,114.00000000000001
AKIXWYW8,8584,179.0
AKKP1L6G,5716,70.0
AKLZIMSK,8617,179.0
AKNGJ0E1,35535,294.0000000000001
AKNI02A0,9239,244.99999999999991
AKOUBK6R,7577,179.0
AKPXFRW8,19319,274.9999999999999
AKUNTCH3,11322,172.00000000000006
AKVRXE48,22461,228.00000000000006
AKVW8PIG,7913,179.0
AKXF5Q7D,20499,298.99999999999994
AKZJ1PHL,3646,175.99999999999994
AKZVI3H0,12813,220.99999999999997
AKZXTARQ,2440,333.0000000000001
AL0MIATO,24626,247.99999999999994
AL20P4QY,3036,333.0000000000001
AL4BGPUB,9367,244.99999999999991
AL4ZV9PU,25297,2.0000000000000004
AL5ZWWRE,6937,230.99999999999997
AL907QVK,10920,241.99999999999994
AL90MKUU,3702,175.99999999999994
AL9GODFJ,18335,118.00000000000003
AL9YB1H7,5694,70.0
ALCKRVB5,26146,303.00000000000006
ALHFJP4N,26547,269.00000000000006
ALHMC2R3,3020,333.0000000000001
ALIPAZO4,3763,3.999999999999999
ALLS4192,9781,244.99999999999991
ALMBNDR3,14099,176.99999999999997
ALP2KGIV,12451,287.00000000000006
ALPZLR6T,11227,148.0
ALQL70WA,518,86.0
ALRWRDY0,25501,247.99999999999994
ALTGL95Q,13509,155.0
ALV1C5GC,19142,274.9999999999999
AM1Q4VAN,1869,87.99999999999999
AM1VPDFK,2618,333.0000000000001
AM3RHJ8B,21150,126.99999999999997
AM4T3VI9,6811,230.99999999999997
AM5AKAXX,43207,305.0
AM5J36KV,6588,207.99999999999997
AM75G6PA,6837,230.99999999999997
AMAN1DSK,18670,118.00000000000003
AMBLOOSN,24146,286.00000000000006
AMBOS0ML,12182,287.00000000000006
AMDMWZCG,8540,179.0
AMEMBQWE,18309,118.00000000000003
AMEOXXPP,15288,155.99999999999994
AMFOEW13,22856,202.99999999999994
AMGNLT14,3342,175.99999999999994
AMKL9NLG,3660,175.99999999999994
AML3TKD7,15303,155.99999999999994
AMPQVEFT,23416,128.99999999999997
AMU76HSW,20105,274.9999999999999
AMUMN2H2,8207,179.0
AMV284UN,24444,247.99999999999994
AMVU1T5F,4365,158.0
AMX3JTSO,18313,118.00000000000003
AMY1DM0U,9171,244.99999999999991
AMY4WLUP,8,1.0
AMYJ8FGI,8282,179.0
AN00OW0I,10155,244.99999999999991
AN1Z82DH,30668,311.00000000000006
AN2BF41Z,19190,274.9999999999999
AN5537ZA,6587,142.17821063276358
AN5G5YXO,17604,258.99999999999994
AN6LYA4A,32026,485.99999999999994
AN80SXX5,13840,155.99999999999994
AN9HCS4R,10455,241.99999999999994
ANA9Y8C6,5724,70.0
ANB1R2IU,10700,241.99999999999994
ANC4TMXZ,8403,179.0
ANE6SN63,19028,118.00000000000003
ANEXD3VF,11479,188.7910907901608
ANFHQ2FV,21662,298.99999999999994
ANGKPMU4,8402,179.0
ANHJNYMO,4753,194.99999999999991
ANLFH9SS,28024,311.00000000000006
ANMJHDEF,16316,359.99999999999983
ANMVWB26,11334,172.00000000000006
ANPXJCZV,17151,453.99999999999994
ANRJOLUM,14490,178.0
ANSGH1S6,10873,241.99999999999994
ANSGXRWI,2575,333.0000000000001
ANWC87DQ,31512,207.99999999999997
ANWDAOP0,20097,298.99999999999994
ANZRDM71,9667,244.99999999999991
AO0VUDYP,5591,70.0
AO1AMZM2,5553,70.0
AO1Y4V6H,3125,333.0000000000001
AO36HORU,7071,230.99999999999997
AO4GJGWK,18987,118.00000000000003
AO5A7RX3,16360,359.99999999999983
AO8G9B09,2310,333.0000000000001
AO93W2CX,13903,155.99999999999994
AO97T14Y,20509,274.9999999999999
AOA5ABCR,43330,305.0
AOESJPU8,18376,118.00000000000003
AOHIX4O6,28257,173.0
AOIE2PJ1,8510,179.0
AOJ84QLI,1283,97.99999999999999
AOLGIUQG,30555,207.99999999999997
AOMUG8B9,7366,230.99999999999997
AON92912,9526,244.99999999999991
AOO68U0Z,28068,311.00000000000006
AOP9VZ1U,22792,128.99999999999997
AOR9WQSY,28349,279.9999999999999
AOTA8K9I,13058,220.99999999999997
AOTKT8I6,5970,175.99999999999994
AOVRPE7Y,8655,179.0
AOXKK3G9,11566,172.00000000000006
AOZ9KGRL,13735,287.00000000000006
AOZB1ZBO,11260,172.00000000000006
AP070I18,6330,118.99999999999997
AP0E81ZN,8808,244.99999999999991
AP2812W4,7136,230.99999999999997
AP3HGFT6,30212,445.00000000000006
AP3T6S4I,37969,216.00000000000003
AP4E93YF,2493,333.0000000000001
AP6QGIV4,12686,220.99999999999997
AP8SQXBS,3942,109.99999999999997
AP9NMNJS,2091,87.99999999999999
AP9T6UOV,3063,333.0000000000001
APA3Y8WP,6400,94.99999999999999
APC870EI,40085,367.0000000000001
APC9S4YJ,3848,109.99999999999997
APCMEWL2,3076,333.0000000000001
APEIM6XJ,10468,241.99999999999994
APEP98NA,13958,155.99999999999994
APIBPJKU,3539,175.99999999999994
APLKQSDN,6467,93.0
APLLQJXV,21426,2.0000000000000004
APLOB9RZ,8042,179.0
APNNZU4A,4182,346.00000000000006
APP1VA9N,24020,247.99999999999994
APQ7PMNQ,5054,93.0
APRCM4YY,21087,2.0000000000000004
APSMJSY6,16508,67.00000000000001
APTTUAFL,5432,70.0
APV9OBD7,7194,230.99999999999997
APVTIS4E,22246,166.00000000000006
APWBPTQY,8055,179.0
APY5CY8I,16407,67.00000000000001
APZQQI36,2707,333.0000000000001
APZXA9HG,26003,247.99999999999994
AQ0DLZMZ,5287,166.99999999999997
AQ12A4IC,15392,287.00000000000006
AQ3IA249,19256,298.99999999999994
AQ3T988V,31892,227.00000000000006
AQ47JB0N,1150,112.00000000000003
AQ4IP5IU,12183,287.00000000000006
AQ5EKLWT,14625,287.00000000000006
AQ5T8ZR4,5540,70.0
AQ7PX2L9,19440,274.9999999999999
AQ9JB0B5,2989,333.0000000000001
AQ9Z55VC,20645,274.9999999999999
AQCI5CZB,1784,100.00000000000003
AQFRJFZV,3048,333.0000000000001
AQH6U1E8,14966,287.00000000000006
AQIADPXN,9574,244.99999999999991
AQIG1C20,1676,100.00000000000003
AQJ7QW4K,5236,118.00000000000003
AQJC47CF,15235,169.00000000000006
AQJIZR0G,12629,148.0
AQKYXOX8,12407,148.0
AQLS8G9C,12806,148.0
AQP85F18,26383,247.99999999999994
AQPG3PCZ,15879,359.99999999999983
AQQDKCL6,5191,118.00000000000003
AQR3PV03,2897,333.0000000000001
AQRX51MX,10986,174.00000000000006
AQS54UNZ,6030,87.00000000000003
AQUZCJU4,12550,172.00000000000006
AQWPEEK5,2679,333.0000000000001
AQX08PG7,6067,94.99999999999999
AQXYPGI8,25262,247.99999999999994
AQYTU9TZ,14983,160.99999999999994
AR0ECRAQ,7106,230.99999999999997
AR2MBJ61,12585,148.0
AR32W231,23344,212.00000000000009
AR543UXU,15205,287.00000000000006
AR6QND25,11289,148.0
AR9X221P,7885,179.0
AR9ZS2ZP,14282,155.99999999999994
ARB0O29B,28868,279.9999999999999
ARF4HB48,8070,179.0
ARFEL8IG,3967,109.99999999999997
ARFPCX3H,35661,2.0000000000000004
ARFU12M0,3596,175.99999999999994
ARG0YQNG,9501,244.99999999999991
ARH60UZ4,13731,155.99999999999994
ARIKBEO2,34988,256.00000000000006
ARK3JU7E,12726,148.0
ARKHVYHC,11870,287.00000000000006
ARMSR7F5,33099,233.00000000000006
AROC14S1,8639,179.0
ARPR4103,4451,194.99999999999991
ARR122VH,11882,2.0000000000000004
ARRE0PI2,26382,269.00000000000006
ARRZMPE6,2418,333.0000000000001
ARTLHPGA,9876,244.99999999999991
ARUEWQ7X,6359,93.0
ARVDIGTP,6278,142.17821063276358
ARY8UQ2X,9271,244.99999999999991
ARYPUC4J,13312,287.00000000000006
ARZVTQ1A,10875,241.99999999999994
AS0C4TN3,2515,333.0000000000001
AS133GXW,23253,212.00000000000009
AS1EJTJJ,116,55.00000000000002
AS2COXER,1636,100.00000000000003
AS735YUP,6409,142.17821063276358
AS7WTMSV,2973,333.0000000000001
AS9EJW75,7138,230.99999999999997
ASAJZ7XE,1451,71.0
ASE508ED,490,86.0
ASGWP5FO,26348,269.00000000000006
ASISDL23,6456,94.99999999999999
ASLLT9GD,19618,274.9999999999999
ASM0DIZ0,16442,67.00000000000001
ASMI3YYK,20392,274.9999999999999
ASO63IYS,6721,230.99999999999997
ASOSLYA0,15549,287.00000000000006
ASPDZ6CN,14987,2.0000000000000004
ASSI1ZZS,17115,453.99999999999994
ASSMZZPE,5368,70.0
ASTB0J38,22143,166.00000000000006
ASTUPFK1,26838,269.00000000000006
ASVMVKTV,3039,333.0000000000001
ASXTN1U2,2930,333.0000000000001
ASYX9NBM,34490,294.0000000000001
ASZPCF0H,10586,241.99999999999994
AT0E4NCF,14436,186.00000000000003
AT37ZATO,25165,2.0000000000000004
AT3KLSD5,19811,274.9999999999999
AT4JCWPF,6869,230.99999999999997
AT9TYT9N,3074,333.0000000000001
ATACMCDI,8127,179.0
ATAKQB8V,14656,2.0000000000000004
ATAXSNUF,11054,226.9034883453959
ATC5KCR4,15149,287.00000000000006
ATCHY2QA,6925,230.99999999999997
ATCL6H11,9235,244.99999999999991
ATDK1PSE,3927,109.99999999999997
ATDPPH8Q,3555,175.99999999999994
ATFKN2P3,4499,93.0
ATIS2SI1,21369,126.99999999999997
ATIVQ4V5,7943,179.0
ATMKHJDZ,1024,61.00000000000001
ATNWONOX,6080,94.99999999999999
ATNWY0SW,11032,226.9034883453959
ATNY7D5X,80,6.999999999999998
ATO2MJSY,15274,155.99999999999994
ATQFHV4J,4856,194.99999999999991
ATR4QRV0,3543,175.99999999999994
ATSO7AFZ,9589,244.99999999999991
AU0741Q2,2551,333.0000000000001
AU0EKYBA,21722,270.00000000000006
AU0VFGE8,14284,176.99999999999997
AU3JOLXL,19575,274.9999999999999
AU7B7ZRY,10247,241.99999999999994
AU9A1AAL,16961,453.99999999999994
AUB1LAPA,11584,287.00000000000006
AUGBYCEF,3738,175.99999999999994
AUILWVZW,2773,333.0000000000001
AUJFZDI1,2885,333.0000000000001
AUK66V75,22678,298.99999999999994
AULAIB1A,9855,244.99999999999991
AULDSSFZ,18944,118.00000000000003
AUOI72EX,13685,2.0000000000000004
AUPFUC8Z,24845,247.99999999999994
AUPYABAA,10143,244.99999999999991
AUQ9QBZW,2617,333.0000000000001
AUQ9UZNT,8572,179.0
AUQYUL5K,36019,294.0000000000001
AUTHPLDH,5272,118.00000000000003
AUTMCGM9,10434,241.99999999999994
AUVCJP1J,22269,2.0000000000000004
AUVJG7Q6,18376,118.00000000000003
AUWXRR8B,46158,168.0
AUXFME29,18926,118.00000000000003
AUYZR9UO,30332,298.99999999999994
AUZ1ABFK,14782,287.00000000000006
AV0TOFMT,20704,274.9999999999999
AV1I8NRD,5908,175.99999999999994
AV2HXB1B,16169,2.0000000000000004
AV3VEEUL,13158,155.99999999999994
AV3XHEJ9,13359,155.0
AV4295IX,6708,230.99999999999997
AV75S5AE,10374,241.99999999999994
AV83CRSV,17723,258.99999999999994
AV9WBZG2,11235,148.0
AVCURLOB,8438,179.0
AVFQL106,3743,175.99999999999994
AVGH07EJ,13406,155.0
AVI0T1C1,13587,287.00000000000006
AVKAWUFD,15721,287.00000000000006
AVKX2F87,16244,287.00000000000006
AVMEMZWL,16781,453.99999999999994
AVMPLMMZ,20258,274.9999999999999
AVNJCGCD,14817,287.00000000000006
AVNKPW9P,11640,2.0000000000000004
AVOF6GYK,27764,445.00000000000006
AVQ4HSDC,15411,287.00000000000006
AVR2VZ20,9296,244.99999999999991
AVRQTOA2,10310,241.99999999999994
AVRR42LJ,2975,333.0000000000001
AVSDT8RF,2799,333.0000000000001
AVSSB9AU,8517,179.0
AVT49F9I,9834,244.99999999999991
AVTT136C,17546,258.99999999999994
AVZC78HU,5036,194.99999999999991
AVZDGUTJ,22747,128.99999999999997
AW0Y4TY8,18684,118.00000000000003
AW4A9HJ0,13657,155.0
AW5BD24D,31310,207.99999999999997
AW6J462P,8147,179.0
AW8FLFGW,17115,453.99999999999994
AWC9O5JM,20762,274.9999999999999
AWD0MV1F,15589,359.99999999999983
AWD1CFXF,4404,194.99999999999991
AWEO3RKH,22143,166.00000000000006
AWFRFQ2S,2082,87.99999999999999
AWGEX2YZ,22556,298.99999999999994
AWIN2QGG,38085,328.0
AWJ9K5CG,14017,176.99999999999997
AWKDH0JV,20869,126.99999999999997
AWLCDCA8,15023,160.99999999999994
AWLIZ67E,33889,197.0
AWP1USFC,2330,333.0000000000001
AWPURKBH,13019,287.00000000000006
AWQ372OQ,20050,274.9999999999999
AWQFMMPN,9035,244.99999999999991
AWQSWJL7,4488,134.00000000000003
AWQZJSN6,29331,445.00000000000006
AWTN546U,19627,274.9999999999999
AWUUBYCH,14922,2.0000000000000004
AWVOKTM5,3269,333.0000000000001
AWWAP5L5,9426,244.99999999999991
AWWDD3SP,18670,118.00000000000003
AWWORDLE,27138,247.99999999999994
AWXPPQHO,11735,148.0
AWZCX109,1374,97.99999999999999
AX06JQPF,14707,178.0
AX081CWA,24530,286.00000000000006
AX16DDHG,14777,287.00000000000006
AX4KHEP2,11580,148.0
AX6NHI4M,7597,179.0
AX7QP929,9001,244.99999999999991
AX9P0LM1,4106,109.00000000000004
AXAW6R1S,15986,2.0000000000000004
AXB4NNFY,14763,155.99999999999994
AXBQNX4G,15813,359.99999999999983
AXCJVAD6,2822,333.0000000000001
AXDZMQLL,16272,162.0
AXG218Q8,25137,247.99999999999994
AXGVF33K,22114,298.99999999999994
AXHKKPEH,12894,210.00000000000003
AXJQTAKT,8572,179.0
AXK9QVQQ,5130,118.00000000000003
AXQ0QLV5,713,151.0
AXQ9FFYL,22853,202.99999999999994
AXQIOJ0Z,17526,258.99999999999994
AXTC45EI,5941,175.99999999999994
AXTVEE4W,10970,148.0
AXVXKHGN,9464,244.99999999999991
AXXSY6A2,6895,230.99999999999997
AXZ6LUN8,10904,241.99999999999994
AY0SXKT1,4248,148.99999999999997
AY1FFFVP,5063,194.99999999999991
AY1YOEJP,20864,2.0000000000000004
AY4NII5E,2061,87.99999999999999
AY6PNKL0,27823,445.00000000000006
AY74I0QI,26307,2.0000000000000004
AY98RABT,16180,359.99999999999983
AY9YZA14,26765,247.99999999999994
AYAM0PCA,15851,187.0
AYBAMSR4,2408,333.0000000000001
AYBQ077N,1194,112.00000000000003
AYD1SI0G,3318,333.0000000000001
AYDJ10PL,19410,274.9999999999999
AYEQMAX0,6703,230.99999999999997
AYINAE27,11714,188.7910907901608
AYINL7OU,20202,274.9999999999999
AYJMCGIL,11603,148.0
AYK6XDEK,25609,335.0
AYNH5EZH,11213,172.00000000000006
AYRDETSO,31130,173.0
AYRE3N30,1163,112.00000000000003
AYSBCWSX,34233,2.0000000000000004
AYVFQ2O9,2183,333.0000000000001
AYVJEU17,14270,176.99999999999997
AYW4LPCR,3377,175.99999999999994
AYWBUU4D,13504,155.99999999999994
AYWXXNT8,8552,179.0
AYXM1VNZ,4000,148.0
AYXU0QDT,26259,269.00000000000006
AZ0JXYC6,13146,155.99999999999994
AZ111RYP,3876,109.99999999999997
AZ2BME2J,15011,155.99999999999994
AZ550Z5D,17349,196.0
AZ5YGRZX,16855,453.99999999999994
AZ6ICY30,12199,287.00000000000006
AZ6Q6JX8,28207,445.00000000000006
AZ8ZMIXY,35615,216.00000000000003
AZDBOSX8,7634,179.0
AZEEM3LU,19475,274.9999999999999
AZFAURKQ,14447,2.0000000000000004
AZFILAXW,12294,148.0
AZFVH8I6,30236,207.99999999999997
AZG1RSOE,9720,244.99999999999991
AZGMPUQ0,29099,445.00000000000006
AZGZP530,48972,210.00000000000003
AZL0OFO6,16361,162.0
AZLO582Y,5430,70.0
AZMRKJ4I,2670,333.0000000000001
AZMT19GM,16112,162.0
AZOWVY6I,678,86.0
AZPUFWE0,11711,172.00000000000006
AZR6W39L,23263,212.00000000000009
AZSU0FWA,15361,112.00000000000003
AZT0V444,30559,173.0
AZT3PMYS,13373,210.00000000000003
AZTNZTKN,16015,2.0000000000000004
AZU4YNHB,23310,128.99999999999997
AZVFBLMB,19378,274.9999999999999
AZWHO3HC,25165,335.0
AZXV463J,32938,251.00000000000003
AZYY8D32,12735,124.00000000000004
AZZY6YMC,18027,205.99999999999994
B00Y5YVZ,4451,194.99999999999991
B04PRN6I,21003,126.99999999999997
B04QC0BZ,36194,216.00000000000003
B05915PO,17293,453.99999999999994
B05D79BZ,18702,118.00000000000003
B07PVI8W,8944,244.99999999999991
B09ERJ3M,28194,279.9999999999999
B0BK6MMK,11771,287.00000000000006
B0GQYBGJ,29946,173.0
B0IBOJGS,25691,247.99999999999994
B0J4CMVS,1613,100.00000000000003
B0JY173N,15977,287.00000000000006
B0LFPZ4T,54072,243.00000000000006
B0NFBVXB,18772,2.0000000000000004
B0OD0KTM,10778,241.99999999999994
B0OKU2EO,2224,333.0000000000001
B0OLPUW0,8210,179.0
B0PQV33A,10576,241.99999999999994
B0R3VYRC,38544,216.00000000000003
B0S0XZHJ,21311,163.99999999999994
B0TJ73T7,18475,118.00000000000003
B10H4RHR,5517,70.0
B11U8BJG,5880,175.99999999999994
B12C4CEC,3736,175.99999999999994
B12PDU0K,14989,87.99999999999999
B1350YOD,3578,175.99999999999994
B14AQO2R,9471,244.99999999999991
B14QWOA5,12736,124.00000000000004
B15JZBP9,19547,274.9999999999999
B15LOKP0,1489,100.00000000000003
B15PW2M9,19511,274.9999999999999
B17V107B,12678,172.00000000000006
B17VB7F7,5157,118.00000000000003
B1CRXGHW,7460,179.0
B1DNB7EX,25487,235.0000000000001
B1EDRKTS,17955,205.99999999999994
B1FN4206,3837,109.99999999999997
B1HIJUMS,18907,118.00000000000003
B1L1HCR4,11914,287.00000000000006
B1MKYKAU,10437,241.99999999999994
B1NH0436,6388,142.17821063276358
B1QWVVUD,35279,216.00000000000003
B1W6ISUP,7879,179.0
B1XPNBAD,18634,118.00000000000003
B1YQB017,10269,241.99999999999994
B1YV1U1L,20069,298.99999999999994
B1Z1U0W6,9316,244.99999999999991
B1ZAQTW3,5847,175.99999999999994
B21SWUTP,1065,112.00000000000003
B223MVNS,20739,274.9999999999999
B2398CMF,8047,179.0
B23JQSSL,3758,175.99999999999994
B25JOHRN,26663,269.00000000000006
B265YBP0,24049,247.99999999999994
B26FN7IN,14771,155.99999999999994
B27RJNWV,18913,118.00000000000003
B28GX20X,10670,241.99999999999994
B290WJ0S,3987,114.00000000000001
B29J7A86,10383,241.99999999999994
B2A2OIR4,12678,2.0000000000000004
B2CMU45O,49,39.0
B2DJCX7G,6536,142.17821063276358
B2F7VOZ9,7663,179.0
B2FANQML,6173,142.17821063276358
B2HFV8AN,16988,2.0000000000000004
B2HPJZWU,2198,333.0000000000001
B2IOQQVH,12603,148.0
B2JX6SCP,29467,311.00000000000006
B2K3Y24I,15955,187.0
B2L4GXJL,31475,207.99999999999997
B2MHKB9S,24368,286.00000000000006
B2NFQGPW,1139,112.00000000000003
B2RB7GO5,13893,287.00000000000006
B2RKZT9I,4309,158.0
B2RMXQWS,13524,155.99999999999994
B2S6W1F4,26216,260.00000000000006
B2TQGZGB,24399,247.99999999999994
B2UWX4W6,17604,258.99999999999994
B2VJTX7F,5772,70.0
B2VNWHZ7,15662,287.00000000000006
B2WDQEF6,13530,155.0
B2WZ72J9,4685,194.99999999999991
B2XV1QZ8,6664,230.99999999999997
B2Y2WWWZ,7070,230.99999999999997
B306GBSZ,5897,175.99999999999994
B32Q9OZN,1871,87.99999999999999
B32TV8XT,7865,179.0
B35K0EPL,23495,2.0000000000000004
B35M7YSY,17772,258.99999999999994
B36O8XUC,7081,230.99999999999997
B370C2V6,21895,166.00000000000006
B3776YEE,946,61.00000000000001
B37NC5I7,4483,194.99999999999991
B3B2NW27,17761,258.99999999999994
B3CEI1HY,23569,212.00000000000009
B3EDRNG4,6338,142.17821063276358
B3ERZB2O,25609,247.99999999999994
B3FD26I5,11594,172.00000000000006
B3FRRM2E,6215,142.17821063276358
B3IICR9M,14225,176.99999999999997
B3IVP8VZ,14832,155.99999999999994
B3JZIXF0,8073,179.0
B3KGCD70,248,21.000000000000004
B3MTBEDZ,18391,118.00000000000003
B3NO0HVK,8597,179.0
B3PBTSON,22445,228.00000000000006
B3Q3348N,14590,178.0
B3R7TM57,24391,286.00000000000006
B3RVB1GT,2832,333.0000000000001
B3TCL2AX,33283,233.00000000000006
B3TM22NR,26869,247.99999999999994
B3W4X4DF,11271,188.7910907901608
B3W6HGSO,17316,453.99999999999994
B3WQWVCE,4874,93.0
B3X1S9I3,4914,194.99999999999991
B3XPG2KZ,18268,118.00000000000003
B3ZPRPDE,3496,175.99999999999994
B44KTQGO,30329,207.99999999999997
B49H5W9X,4430,93.0
B49K1682,2174,333.0000000000001
B4DYDJ6H,35579,294.0000000000001
B4ELUG8W,20537,274.9999999999999
B4F4JB8T,11504,172.00000000000006
B4FMMUQI,7699,179.0
B4FZOK0J,20312,274.9999999999999
B4GG4K83,11119,226.9034883453959
B4GX8SAD,6359,94.99999999999999
B4H1N5CZ,13174,287.00000000000006
B4I72BNC,11607,2.0000000000000004
B4JWD6T4,8553,179.0
B4LZ2K79,17797,258.99999999999994
B4MA50HI,2540,333.0000000000001
B4MG84EX,9326,244.99999999999991
B4MS2YMF,20704,274.9999999999999
B4MW2397,6535,142.17821063276358
B4NU1IEQ,9515,244.99999999999991
B4PCRLY4,20433,274.9999999999999
B4PD1ZKY,15086,287.00000000000006
B4RCGXJG,9002,244.99999999999991
B4RG9U3B,13669,155.0
B4SDZTY4,6045,94.99999999999999
B4UVR8HY,15177,169.00000000000006
B4W9IXG4,12332,220.99999999999997
B4XSX09C,22102,270.00000000000006
B4Z3B29S,33355,178.0
B53EIS6Q,3714,175.99999999999994
B53F963Y,2420,333.0000000000001
B53XAIK4,6526,190.0
B543ZI4H,12193,148.0
B56PCBV9,4451,194.99999999999991
B582HU0E,22584,219.00000000000009
B597WLU5,23897,270.00000000000006
B5AKZ4Q6,16184,359.99999999999983
B5BO4EJ1,14362,178.0
B5E0UOUG,14043,155.99999999999994
B5G6I04L,19289,298.99999999999994
B5IBW07P,13829,287.00000000000006
B5K5OJ0L,25709,247.99999999999994
B5KCNCWJ,19560,2.0000000000000004
B5KGX1SM,11816,148.0
B5Q6FJ1V,3990,148.0
B5T3CD7Q,9686,244.99999999999991
B5WNUMOE,26799,269.00000000000006
B5YWH1U6,12516,287.00000000000006
B5Z1K1KD,727,151.0
B5ZVTC89,12517,148.0
B624977J,3062,333.0000000000001
B64D2EKN,9861,244.99999999999991
B67T5DVW,4892,93.0
B6FSQQNJ,8899,244.99999999999991
B6G9U7NL,19392,274.9999999999999
B6H4CNAE,23044,212.00000000000009
B6HFB4FI,2435,333.0000000000001
B6J8QXCL,5697,70.0
B6JVBEOI,11671,148.0
B6L4CYW4,22355,228.00000000000006
B6NZ0CZD,17059,453.99999999999994
B6RB0UZW,24577,247.99999999999994
B6T2KH2O,26908,269.00000000000006
B6T3J45Z,4300,346.00000000000006
B6TS179O,23534,212.00000000000009
B6TVC2Q3,9567,244.99999999999991
B6V2NNWD,22498,2.0000000000000004
B6V4THNW,19797,274.9999999999999
B6W1YA7G,3277,333.0000000000001
B6XB4YUV,28841,445.00000000000006
B6YK2018,16663,453.99999999999994
B6ZFX9YW,7371,230.99999999999997
B70IDXAZ,21974,166.00000000000006
B70YGXY1,5893,175.99999999999994
B7230NSY,16460,67.00000000000001
B74DYPY8,20286,274.9999999999999
B74FV8FL,20667,274.9999999999999
B74ZY7IE,40879,216.00000000000003
B7504NUY,17641,258.99999999999994
B750I5PN,25821,247.99999999999994
B76HG3NL,6700,230.99999999999997
B7AMZBN9,8557,179.0
B7EDITPR,31080,207.99999999999997
B7ESA7HQ,22162,166.00000000000006
B7FJ2CEB,26621,2.0000000000000004
B7FLWS3S,15562,155.99999999999994
B7IEQQ00,6160,94.99999999999999
B7IQLHTP,9315,244.99999999999991
B7JUEPBY,18359,118.00000000000003
B7KJ19Q5,22534,219.00000000000009
B7MLBW1W,6948,230.99999999999997
B7NCO1T3,7484,179.0
B7PBLBEE,33061,233.00000000000006
B7PZCBZ0,9324,244.99999999999991
B7RP6IE4,21306,163.99999999999994
B7T0C0TN,25415,247.99999999999994
B7TLK6WA,34018,197.0
B7U1VFQS,4886,194.99999999999991
B7XBNPZL,7959,179.0
B7YJ91GX,3272,333.0000000000001
B80H1FOB,1113,112.00000000000003
B85MZYV0,6710,230.99999999999997
B85SQO0H,15032,160.99999999999994
B88BH2AO,16092,287.00000000000006
B89J0UBI,14108,176.99999999999997
B8A82MP5,15940,359.99999999999983
B8BJ8CT8,4100,109.00000000000004
B8DT1SAY,9089,244.99999999999991
B8GCVGBS,6188,118.99999999999997
B8H69SET,3033,333.0000000000001
B8H76SQI,11296,148.0
B8KLGH1M,15484,287.00000000000006
B8KUUKWM,24523,247.99999999999994
B8LXMQGB,11533,188.7910907901608
B8MFNUTS,13010,153.00000000000006
B8OUMT87,17136,453.99999999999994
B8Q23XKC,12327,172.00000000000006
B8Q4L7TG,8181,179.0
B8RRFTJA,16917,453.99999999999994
B8S9KYZL,1573,100.00000000000003
B8SPF4IA,16850,2.0000000000000004
B8TI5H3I,6313,142.17821063276358
B8WZ5KL4,20247,274.9999999999999
B8XDGLLJ,13429,287.00000000000006
B8ZSMJDA,12868,287.00000000000006
B8ZZALYT,7360,230.99999999999997
B926FQ1Z,12288,148.0
B92CST22,23421,2.0000000000000004
B94MQLJQ,27222,269.00000000000006
B94T9HE0,24192,286.00000000000006
B95C69U7,20105,274.9999999999999
B964PJF2,1787,100.00000000000003
B9886ZOF,18865,118.00000000000003
B9889ZSE,17547,258.99999999999994
B99K485Z,22053,298.99999999999994
B9AAPXQH,5756,70.0
B9AJ42KH,26364,260.00000000000006
B9AYQ0HG,4982,194.99999999999991
B9B4S6YG,28983,173.0
B9D93TOE,4116,109.00000000000004
B9DD3503,9832,244.99999999999991
B9DV275B,15851,187.0
B9EQ2E6G,11101,174.00000000000006
B9GK3ENV,14344,186.00000000000003
B9K2KOJ6,17926,205.99999999999994
B9M2GFE0,19897,274.9999999999999
B9MCHXJK,16882,453.99999999999994
B9NYMP9Y,21324,2.0000000000000004
B9QABBJD,4461,194.99999999999991
B9QSBSPE,14499,2.0000000000000004
B9QU68HP,2074,87.99999999999999
B9RBRQ7B,6921,230.99999999999997
B9UY91A6,8373,179.0
B9VHBKL2,14276,176.99999999999997
B9YND4NO,20157,274.9999999999999
B9YZSZ66,22439,128.99999999999997
B9Z4PDGS,1503,100.00000000000003
B9ZJ4IJ1,18020,205.99999999999994
BA0JOV6W,14381,287.00000000000006
BA0ZPETD,16181,287.00000000000006
BA3SQYNX,16898,453.99999999999994
BA3XB7RV,3668,175.99999999999994
BA5QEIAP,18669,118.00000000000003
BA7KZTLH,27586,279.9999999999999
BA9RUAYK,6723,230.99999999999997
BAD34HEF,11212,148.0
BADAMQA5,19963,274.9999999999999
BADBH687,24142,247.99999999999994
BADM06CZ,7002,230.99999999999997
BADQH221,9530,244.99999999999991
BAF1AQ7I,5791,70.0
BAFSAII9,11952,287.00000000000006
BAGVTOKY,14215,2.0000000000000004
BAGY5KK1,2464,333.0000000000001
BAH9CVKA,14901,155.99999999999994
BAHK79YM,11990,287.00000000000006
BAII5ZY4,26807,269.00000000000006
BAKP1SOS,7318,230.99999999999997
BAQ8ZHX1,33889,197.0
BAQJFJD2,30824,207.99999999999997
BAQL70RP,8959,244.99999999999991
